label:v(.5)
14806
0	-70
0.000764535	-69.9984
0.00152907	-69.9969
0.00272948	-69.9948
0.00459449	-69.9919
0.00822108	-69.9869
0.0118477	-69.9826
0.0154743	-69.9788
0.024325	-69.9711
0.0331757	-69.9644
0.0485297	-69.9542
0.0638837	-69.9454
0.0986413	-69.9288
0.176349	-69.8998
0.254056	-69.8765
0.331763	-69.8545
0.409471	-69.8324
0.487178	-69.8096
0.564886	-69.7861
0.642593	-69.7619
0.7203	-69.7372
0.844375	-69.6969
0.968449	-69.6558
1.18031	-69.5847
1.39217	-69.5131
1.60403	-69.4417
1.81589	-69.3708
2.02775	-69.3005
2.37881	-69.1854
2.72986	-69.0723
3.08092	-68.961
3.63842	-68.788
4.19593	-68.6192
4.75344	-68.4543
5.31095	-68.2932
5.86846	-68.1355
6.42596	-67.9811
6.98347	-67.8299
7.90694	-67.5861
8.83042	-67.3504
9.75389	-67.1224
10.6774	-66.9019
11.6008	-66.6888
12.5243	-66.4829
13.4478	-66.284
14.3712	-66.0921
15.2947	-65.9072
16.2182	-65.7289
17.1417	-65.5574
18.0651	-65.3925
18.9886	-65.2339
19.9121	-65.0818
20.8355	-64.936
21.759	-64.7963
22.6825	-64.6626
23.606	-64.5346
24.5294	-64.4123
25.4529	-64.2956
26.3764	-64.1843
27.2998	-64.078
28.2233	-63.9768
29.1468	-63.8806
30.0703	-63.7892
30.9937	-63.7024
31.9172	-63.62
32.8407	-63.5419
33.7641	-63.4679
34.6876	-63.398
34.9185	-63.3811
35.1494	-63.3645
35.3802	-63.3481
35.6111	-63.332
35.842	-63.316
36.0728	-63.3003
36.3037	-63.2849
36.5346	-63.2696
36.7654	-63.2546
36.9963	-63.2398
37.2272	-63.2252
37.458	-63.2109
37.6889	-63.1967
37.9198	-63.1828
38.1506	-63.1691
38.3815	-63.1555
38.6124	-63.1422
38.8432	-63.1291
39.0741	-63.1162
39.305	-63.1035
39.5358	-63.091
39.7667	-63.0786
39.9976	-63.0665
40.2284	-63.0546
40.4593	-63.0428
40.6902	-63.0313
40.9211	-63.0199
41.1519	-63.0087
41.3828	-62.9977
41.6137	-62.9869
41.8445	-62.9762
42.0754	-62.9657
42.3063	-62.9554
42.5371	-62.9453
42.768	-62.9353
42.9989	-62.9256
43.2297	-62.9159
43.4606	-62.9065
43.6915	-62.8972
43.9223	-62.888
44.1532	-62.879
44.3841	-62.8702
44.6149	-62.8616
44.8458	-62.853
45.0767	-62.8447
45.3075	-62.8365
45.5384	-62.8284
45.7693	-62.8205
46.0001	-62.8127
46.231	-62.8051
46.4619	-62.7976
46.6927	-62.7902
46.9236	-62.783
47.1545	-62.776
47.3854	-62.769
47.6162	-62.7622
47.8471	-62.7556
48.078	-62.749
48.3088	-62.7426
48.5397	-62.7363
48.7706	-62.7302
49.0014	-62.7241
49.2323	-62.7182
49.4632	-62.7124
49.694	-62.7067
49.9249	-62.7012
50	-62.6994
50	-62.6994
50.0041	-62.6993
50.0082	-62.6992
50.0181	-62.699
50.0421	-62.6984
50.1239	-62.6965
50.4109	-62.69
50.893	-62.6793
51.375	-62.6691
52.1049	-62.6545
52.8349	-62.6409
53	-62.6379
53	-62.6379
53.0463	-62.6371
53.2305	-62.634
53.5124	-62.6293
53.7944	-62.6247
54.6687	-62.6114
55.543	-62.5992
56.4173	-62.5882
57.2917	-62.5783
58.166	-62.5696
59.0403	-62.5618
59.9146	-62.5551
60.789	-62.5493
61.6633	-62.5444
62.5376	-62.5403
63.4119	-62.537
64.2863	-62.5344
65.1606	-62.5326
66.0349	-62.5314
66.9092	-62.5308
67.7836	-62.5308
68.6579	-62.5314
69.5322	-62.5324
70.4065	-62.5339
71.2809	-62.5359
72.1552	-62.5384
73.0295	-62.5412
74.7428	-62.5477
76.4561	-62.5553
78.1694	-62.5639
79.8827	-62.5734
81.596	-62.5835
83.3093	-62.5942
85.0226	-62.6054
86.7359	-62.6169
88.4492	-62.6287
90.1625	-62.6406
91.8758	-62.6525
93.5891	-62.6646
95.3024	-62.6766
97.0157	-62.6885
98.729	-62.7003
100.442	-62.7118
102.156	-62.7231
103.869	-62.7341
104.297	-62.7369
104.726	-62.7396
105.154	-62.7423
105.582	-62.7449
106.011	-62.7476
106.439	-62.7502
106.867	-62.7528
107.296	-62.7554
107.724	-62.758
108.152	-62.7606
108.58	-62.7631
109.009	-62.7656
109.437	-62.7681
109.865	-62.7706
110.294	-62.773
110.722	-62.7755
111.15	-62.7779
111.839	-62.7817
112.527	-62.7855
113.215	-62.7892
113.903	-62.7928
114.591	-62.7964
115.279	-62.8
115.967	-62.8035
116.655	-62.8069
117.343	-62.8102
118.031	-62.8136
118.72	-62.8168
119.408	-62.82
120.096	-62.8231
120.784	-62.8262
121.472	-62.8292
122.16	-62.8322
122.848	-62.8351
123.536	-62.8379
124.224	-62.8407
124.913	-62.8434
125.601	-62.8461
126.289	-62.8487
126.977	-62.8513
127.665	-62.8538
128.353	-62.8563
129.041	-62.8587
129.729	-62.861
130.417	-62.8633
131.105	-62.8655
131.794	-62.8677
132.482	-62.8698
132.654	-62.8704
132.826	-62.8709
132.998	-62.8714
133.289	-62.8723
133.581	-62.8731
133.873	-62.874
134.554	-62.876
135.236	-62.8779
135.917	-62.8797
136.599	-62.8815
137.28	-62.8833
137.962	-62.885
138.643	-62.8867
139.325	-62.8883
140.006	-62.8899
140.688	-62.8915
141.369	-62.893
142.051	-62.8944
142.732	-62.8958
143.414	-62.8972
144.095	-62.8985
144.777	-62.8998
145.458	-62.9011
146.14	-62.9023
146.821	-62.9035
147.502	-62.9046
148.184	-62.9057
148.865	-62.9067
149.547	-62.9078
150.228	-62.9088
150.91	-62.9097
151.591	-62.9106
152.273	-62.9115
152.954	-62.9124
153.636	-62.9132
154.317	-62.914
154.999	-62.9147
155.68	-62.9154
156.362	-62.9161
157.043	-62.9168
157.725	-62.9174
158.406	-62.918
159.088	-62.9186
159.769	-62.9191
160.451	-62.9197
161.132	-62.9202
161.814	-62.9206
162.495	-62.9211
163.176	-62.9215
163.858	-62.9219
164.539	-62.9223
165.221	-62.9226
165.902	-62.9229
166.584	-62.9232
167.265	-62.9235
167.947	-62.9238
168.628	-62.924
169.31	-62.9242
169.991	-62.9244
170.673	-62.9246
171.354	-62.9247
172.036	-62.9249
172.717	-62.925
173.399	-62.9251
174.08	-62.9252
174.762	-62.9252
175.443	-62.9253
176.125	-62.9253
176.806	-62.9253
177.488	-62.9253
178.169	-62.9253
178.85	-62.9253
179.532	-62.9252
180.213	-62.9252
180.895	-62.9251
181.576	-62.925
182.258	-62.9249
182.939	-62.9248
183.621	-62.9247
184.302	-62.9245
184.984	-62.9244
185.665	-62.9242
186.347	-62.924
187.028	-62.9239
187.71	-62.9237
188.391	-62.9234
189.073	-62.9232
189.754	-62.923
190.436	-62.9228
191.117	-62.9225
191.799	-62.9223
192.48	-62.922
193.162	-62.9217
193.843	-62.9214
194.525	-62.9212
195.206	-62.9209
195.887	-62.9205
196.569	-62.9202
197.25	-62.9199
197.932	-62.9196
198.613	-62.9192
199.295	-62.9189
199.976	-62.9186
200.658	-62.9182
201.339	-62.9178
202.021	-62.9175
202.702	-62.9171
203.384	-62.9167
204.065	-62.9163
204.747	-62.9159
205.428	-62.9155
206.11	-62.9151
206.791	-62.9147
207.473	-62.9143
208.154	-62.9139
208.836	-62.9135
209.517	-62.9131
210.199	-62.9126
210.88	-62.9122
211.561	-62.9118
212.243	-62.9113
212.924	-62.9109
213.606	-62.9104
214.287	-62.91
214.969	-62.9095
215.65	-62.9091
216.332	-62.9086
217.013	-62.9082
217.695	-62.9077
218.376	-62.9072
219.058	-62.9067
219.739	-62.9063
220.421	-62.9058
221.102	-62.9053
221.784	-62.9048
222.465	-62.9044
223.147	-62.9039
223.828	-62.9034
224.51	-62.9029
225.191	-62.9024
225.873	-62.9019
226.554	-62.9014
227.236	-62.9009
227.917	-62.9004
228.598	-62.8999
229.28	-62.8994
229.961	-62.8989
230.643	-62.8984
231.324	-62.8979
232.006	-62.8974
232.687	-62.8969
233.369	-62.8964
234.05	-62.8959
234.732	-62.8953
235.413	-62.8948
236.095	-62.8943
236.776	-62.8938
237.458	-62.8933
238.139	-62.8928
238.821	-62.8923
239.502	-62.8917
240.184	-62.8912
240.865	-62.8907
241.547	-62.8902
242.228	-62.8897
242.91	-62.8891
243.591	-62.8886
244.272	-62.8881
244.954	-62.8876
