time_ms,current_nA
13505.2641826,0.271895105734
13505.2754476,0.271899161137
13505.2867126,0.27190321654
13505.2979776,0.271907271943
13505.3092426,0.271911327346
13505.3205076,0.27191538275
13505.3317726,0.271919438153
13505.3430377,0.271923493556
13505.3543027,0.271927548959
13505.3655677,0.271931604362
13505.3768327,0.271935659766
13505.3880977,0.271939715169
13505.3993627,0.271943770572
13505.4106277,0.271947825975
13505.4218927,0.271951881379
13505.4331577,0.271955936782
13505.4503459,0.271962124538
13505.4675342,0.271968312294
13505.4847224,0.271974500051
13505.5019106,0.271980687807
13505.5190988,0.271986875563
13505.536287,0.27199306332
13505.5534752,0.271999251076
13505.5706634,0.272005438832
13505.5878516,0.272011626589
13505.6050398,0.272017814345
13505.6222281,0.272024002101
13505.6394163,0.272030189858
13505.6566045,0.272036377614
13505.6737927,0.27204256537
13505.6909809,0.272048753127
13505.7081691,0.272054940883
13505.7253573,0.272061128639
13505.7425455,0.272067316396
13505.7597338,0.272073504152
13505.776922,0.272079691908
13505.7941102,0.272085879664
13505.8112984,0.272092067421
13505.8284866,0.272098255177
13505.8456748,0.272104442933
13505.862863,0.27211063069
13505.8800512,0.272116818446
13505.8972395,0.272123006202
13505.9144277,0.272129193959
13505.9316159,0.272135381715
13505.9488041,0.272141569471
13505.9659923,0.272147757228
13505.9831805,0.272153944984
13506.0003687,0.27216013274
13506.0175569,0.272166320497
13506.0347451,0.272172508253
13506.0519334,0.272178696009
13506.0691216,0.272184883766
13506.0863098,0.272191071522
13506.103498,0.272197259278
13506.1206862,0.272203447035
13506.1378744,0.272209634791
13506.1550626,0.272215822547
13506.1722508,0.272222010304
13506.1894391,0.27222819806
13506.2066273,0.272234385816
13506.2340983,0.272244275387
13506.2615693,0.272254164959
13506.2890404,0.27226405453
13506.3165114,0.272273944101
13506.3439824,0.272283833672
13506.3714535,0.272293723243
13506.3989245,0.272303612814
13506.4263955,0.272313502385
13506.4538665,0.272323391957
13506.4813376,0.272333281528
13506.5088086,0.272343171099
13506.5362796,0.27235306067
13506.5783891,0.272368220074
13506.6204985,0.272383379478
13506.662608,0.272398538882
13506.7047175,0.272413698286
13506.7468269,0.27242885769
13506.7889364,0.272444017093
13506.8310458,0.272459176497
13506.8731553,0.272474335901
13506.9152647,0.272489495305
13506.9573742,0.272504654709
13506.9994836,0.272519814113
13507.0415931,0.272534973517
13507.106718,0.272558418469
13507.1718428,0.272581863421
