time_ms,current_nA
13968.129366,0.438526571765
13968.3433043,0.438603589551
13968.5572426,0.438680607337
13968.7711809,0.438757625124
13968.9851192,0.43883464291
13969.1990575,0.438911660696
13969.4129958,0.438988678483
13969.6269341,0.439065696269
13969.8408724,0.439142714055
13970.0548107,0.439219731842
13970.268749,0.439296749628
13970.4826873,0.439373767414
13970.6966256,0.439450785201
13970.9105639,0.439527802987
13971.1245021,0.439604820773
13971.3384404,0.43968183856
13971.5523787,0.439758856346
13971.766317,0.439835874132
13971.9802553,0.439912891919
13972.1941936,0.439989909705
13972.4081319,0.440066927491
13972.559617,0.440121462105
13972.668968,0.440160828474
13972.778319,0.440200194842
13972.88767,0.440239561211
13972.9970211,0.44027892758
13973.1063721,0.440318293949
13973.2157231,0.440357660317
13973.3250741,0.440397026686
13973.4344252,0.440436393055
13973.5437762,0.440475759424
13973.6531272,0.440515125793
13973.7624782,0.440554492161
13973.8718293,0.44059385853
13973.9811803,0.440633224899
13974.0905313,0.440672591268
13974.1998823,0.440711957636
13974.3092333,0.440751324005
13974.4185844,0.440790690374
13974.5279354,0.440830056743
13974.6372864,0.440869423112
13974.7466374,0.44090878948
13974.8559885,0.440948155849
13974.9653395,0.440987522218
13975.0746905,0.441026888587
13975.1840415,0.441066254955
13975.2933926,0.441105621324
13975.4027436,0.441144987693
13975.5120946,0.441184354062
13975.6775984,0.44124393543
13975.8431022,0.441303516798
13976.008606,0.441363098165
13976.1741098,0.441422679533
13976.4387863,0.441517963069
13976.8709636,0.441673546895
13977.3031409,0.441829130721
13977.7353182,0.441984714548
13978.457083,0.442244549863
13979.1788477,0.442504385178
13979.9006125,0.442764220493
13980.6223772,0.443024055808
13981.344142,0.443283891123
13982.0659068,0.443543726438
13982.7876715,0.443803561754
13983.5094363,0.444063397069
13984.2312011,0.444323232384
13984.9529658,0.444583067699
13985.6747306,0.444842903014
13986.3964954,0.445102738329
13987.1182601,0.445362573644
13987.8400249,0.445622408959
13988.5617897,0.445882244274
13989.2835544,0.44614207959
13990.0053192,0.446401914905
13990.7270839,0.44666175022
13991.4488487,0.446921585535
13992.1706135,0.44718142085
13992.8923782,0.447441256165
13993.614143,0.44770109148
13994.3359078,0.447960926795
13995.0576725,0.448220762111
13995.7794373,0.448480597426
13996.5012021,0.448740432741
13997.2229668,0.449000268056
13997.9447316,0.449260103371
13998.6664964,0.449519938686
13999.3882611,0.449779774001
14000,0.45
14000,0.45
14000.0341105,0.449987720215
14000.085886,0.449969081039
14000.1376615,0.449950441863
14000.189437,0.449931802688
14000.3306811,0.449880954817
14000.4719252,0.449830106946
14000.6131692,0.449779259074
14000.8582256,0.449691038777
14001.2457795,0.449551519396
14001.6333333,0.449412000015
14002.0208871,0.449272480633
14002.6976964,0.44902882928
14003.3745058,0.448785177926
14004.0513151,0.448541526573
14004.7281244,0.448297875219
14004.8973267,0.448236962381
14004.9396273,0.448221734171
