time_ms,voltage_mv,current_nA
13862.4965719,-61.4666994429,0.400498765872
13862.5618001,-61.6067652819,0.400522248044
13862.6270284,-61.7258749629,0.400545730215
13862.6922566,-61.8274181833,0.400569212387
13862.8041152,-61.9683579036,0.400609481481
13862.9159738,-62.0768992561,0.400649750575
13863.0278324,-62.1615281191,0.400690019669
13863.139691,-62.2282082217,0.400730288762
13863.2515496,-62.2811272538,0.400770557856
13863.3634082,-62.3233249641,0.40081082695
13863.539671,-62.3734845193,0.400874281553
13863.7159338,-62.4085361495,0.400937736155
13863.8921966,-62.4317709946,0.401001190758
13864.0684593,-62.4453309926,0.401064645361
13864.2447221,-62.4507892184,0.401128099963
13864.4209849,-62.4493897757,0.401191554566
13864.5972477,-62.4421009984,0.401255009169
